ax,ay,az,gx,gy,gz,target,target_name
-0.07,-0.19,0.98,-27.1,4.21,13.85,2.0,palm_down_neutral
-0.08,-0.18,0.99,-26.18,6.29,7.63,2.0,palm_down_neutral
-0.08,-0.16,1.0,-28.32,7.45,5.0,2.0,palm_down_neutral
-0.1,-0.16,1.01,-31.01,7.63,2.2,2.0,palm_down_neutral
-0.11,-0.17,1.0,-33.87,7.75,-3.05,2.0,palm_down_neutral
-0.1,-0.17,1.0,-37.17,7.69,-5.43,2.0,palm_down_neutral
-0.1,-0.18,0.99,-37.78,5.49,-5.07,2.0,palm_down_neutral
-0.08,-0.19,0.98,-40.83,4.15,-2.62,2.0,palm_down_neutral
-0.07,-0.21,0.98,-45.35,4.09,-0.43,2.0,palm_down_neutral
-0.09,-0.24,0.98,-49.8,5.25,-0.98,2.0,palm_down_neutral
-0.1,-0.24,0.99,-54.14,6.23,-2.93,2.0,palm_down_neutral
-0.1,-0.25,1.0,-55.48,6.35,-3.6,2.0,palm_down_neutral
-0.11,-0.27,1.0,-51.33,5.19,-4.76,2.0,palm_down_neutral
-0.12,-0.29,1.0,-44.13,3.54,-7.14,2.0,palm_down_neutral
-0.13,-0.32,0.99,-34.06,1.16,-8.97,2.0,palm_down_neutral
-0.15,-0.35,0.98,-22.03,-1.53,-7.93,2.0,palm_down_neutral
-0.15,-0.35,0.96,-11.35,-2.81,-9.77,2.0,palm_down_neutral
-0.13,-0.35,0.95,-4.39,-3.05,-10.62,2.0,palm_down_neutral
-0.12,-0.33,0.94,-1.4,-1.89,-11.11,2.0,palm_down_neutral
-0.12,-0.31,0.94,-0.37,-1.04,-13.31,2.0,palm_down_neutral
-0.12,-0.29,0.94,-0.18,-0.12,-16.66,2.0,palm_down_neutral
-0.11,-0.27,0.94,0.06,0.0,-18.98,2.0,palm_down_neutral
-0.11,-0.3,0.94,2.01,-0.85,-20.32,2.0,palm_down_neutral
-0.12,-0.31,0.94,8.0,-1.95,-23.32,2.0,palm_down_neutral
-0.11,-0.32,0.94,14.47,-3.11,-19.84,2.0,palm_down_neutral
-0.11,-0.34,0.94,18.01,-0.67,-12.94,2.0,palm_down_neutral
-0.11,-0.3,0.95,26.43,-0.06,-9.52,2.0,palm_down_neutral
-0.07,-0.24,0.94,23.38,1.34,-2.87,2.0,palm_down_neutral
-0.04,-0.25,0.95,20.14,2.69,-5.62,2.0,palm_down_neutral
-0.04,-0.23,0.95,17.82,3.23,-9.58,2.0,palm_down_neutral
-0.05,-0.21,0.96,12.7,3.48,-11.72,2.0,palm_down_neutral
-0.08,-0.25,0.98,10.99,3.91,-14.22,2.0,palm_down_neutral
-0.08,-0.23,0.98,8.79,4.15,-13.67,2.0,palm_down_neutral
-0.08,-0.22,0.99,4.09,4.94,-10.07,2.0,palm_down_neutral
-0.09,-0.24,1.0,-0.98,5.31,-7.75,2.0,palm_down_neutral
-0.1,-0.27,1.01,-3.66,5.68,-5.74,2.0,palm_down_neutral
-0.1,-0.29,1.01,-2.38,5.43,-2.75,2.0,palm_down_neutral
-0.1,-0.28,1.0,-3.05,5.25,0.31,2.0,palm_down_neutral
-0.1,-0.27,0.99,-4.21,4.7,1.34,2.0,palm_down_neutral
-0.09,-0.28,0.99,-4.15,4.03,2.62,2.0,palm_down_neutral
-0.09,-0.28,0.98,-3.42,3.72,4.64,2.0,palm_down_neutral
-0.09,-0.28,0.98,-2.5,3.54,6.16,2.0,palm_down_neutral
-0.09,-0.28,0.98,-1.46,3.54,7.81,2.0,palm_down_neutral
-0.1,-0.28,0.99,1.83,3.36,9.52,2.0,palm_down_neutral
-0.1,-0.29,0.98,6.53,3.3,10.31,2.0,palm_down_neutral
-0.11,-0.3,0.98,13.18,3.66,10.62,2.0,palm_down_neutral
-0.11,-0.29,0.98,18.98,4.27,11.05,2.0,palm_down_neutral
-0.11,-0.27,0.97,21.55,5.19,11.35,2.0,palm_down_neutral
-0.12,-0.26,0.98,23.44,6.04,11.66,2.0,palm_down_neutral
-0.13,-0.25,0.98,25.45,6.65,11.66,2.0,palm_down_neutral
-0.14,-0.24,0.99,28.2,6.71,10.56,2.0,palm_down_neutral
-0.13,-0.24,0.99,31.62,6.71,8.0,2.0,palm_down_neutral
-0.1,-0.22,0.99,34.85,7.14,6.53,2.0,palm_down_neutral
-0.09,-0.19,0.99,36.62,8.18,3.97,2.0,palm_down_neutral
-0.08,-0.17,0.99,36.68,9.83,2.56,2.0,palm_down_neutral
-0.08,-0.17,0.98,38.94,11.54,2.81,2.0,palm_down_neutral
-0.08,-0.16,0.98,41.69,13.06,2.99,2.0,palm_down_neutral
-0.08,-0.15,0.98,45.35,15.38,3.36,2.0,palm_down_neutral
-0.07,-0.16,0.99,51.03,17.4,3.6,2.0,palm_down_neutral
-0.09,-0.18,1.01,56.82,19.71,3.05,2.0,palm_down_neutral
-0.12,-0.2,1.02,61.1,18.92,-1.89,2.0,palm_down_neutral
-0.11,-0.19,1.02,64.03,18.31,-6.77,2.0,palm_down_neutral
-0.12,-0.17,1.02,64.51,15.99,-6.77,2.0,palm_down_neutral
-0.12,-0.14,1.01,60.3,13.31,-9.16,2.0,palm_down_neutral
-0.1,-0.12,1.01,54.5,10.93,-9.34,2.0,palm_down_neutral
-0.08,-0.11,1.01,49.07,7.69,-11.47,2.0,palm_down_neutral
-0.1,-0.1,1.02,45.41,6.35,-4.94,2.0,palm_down_neutral
-0.12,-0.11,1.03,43.7,5.19,-3.17,2.0,palm_down_neutral
-0.14,-0.08,1.03,42.79,4.58,-0.85,2.0,palm_down_neutral
-0.13,-0.09,1.04,41.38,4.09,1.22,2.0,palm_down_neutral
-0.12,-0.1,1.04,40.95,3.05,4.94,2.0,palm_down_neutral
-0.12,-0.09,1.04,40.95,0.79,8.3,2.0,palm_down_neutral
-0.11,-0.05,1.03,37.35,-1.34,5.49,2.0,palm_down_neutral
-0.13,-0.02,1.01,28.69,-2.62,5.55,2.0,palm_down_neutral
-0.12,-0.06,1.01,23.13,-4.21,1.04,2.0,palm_down_neutral
-0.12,-0.05,1.01,21.36,-5.8,-0.31,2.0,palm_down_neutral
-0.13,-0.01,1.01,15.56,-4.82,3.66,2.0,palm_down_neutral
-0.12,-0.04,1.03,12.7,-3.97,3.48,2.0,palm_down_neutral
-0.11,-0.07,1.04,14.04,-4.39,3.48,2.0,palm_down_neutral
-0.1,-0.05,1.03,14.22,-4.52,4.09,2.0,palm_down_neutral
-0.1,-0.04,1.02,13.0,-4.64,3.97,2.0,palm_down_neutral
-0.1,-0.03,1.02,11.54,-5.0,3.54,2.0,palm_down_neutral
-0.1,-0.03,1.02,9.89,-4.7,3.3,2.0,palm_down_neutral
-0.1,-0.04,1.02,9.03,-4.21,2.99,2.0,palm_down_neutral
-0.1,-0.06,1.03,9.09,-4.39,3.05,2.0,palm_down_neutral
-0.1,-0.06,1.03,10.38,-4.52,3.23,2.0,palm_down_neutral
-0.1,-0.04,1.03,10.25,-5.37,3.11,2.0,palm_down_neutral
-0.12,-0.0,1.02,5.07,-6.77,2.44,2.0,palm_down_neutral
-0.13,0.02,1.01,-2.01,-7.14,1.95,2.0,palm_down_neutral
-0.14,0.01,1.0,-7.57,-7.87,1.53,2.0,palm_down_neutral
-0.14,0.0,1.0,-12.21,-8.61,2.08,2.0,palm_down_neutral
-0.14,0.01,0.99,-16.78,-9.22,2.75,2.0,palm_down_neutral
-0.13,0.02,0.98,-22.95,-9.95,3.23,2.0,palm_down_neutral
-0.13,0.04,0.97,-29.97,-9.95,3.85,2.0,palm_down_neutral
-0.13,0.02,0.97,-34.12,-9.52,3.97,2.0,palm_down_neutral
-0.13,-0.03,0.98,-34.06,-9.09,4.15,2.0,palm_down_neutral
-0.12,-0.09,0.99,-29.24,-8.48,4.46,2.0,palm_down_neutral
-0.12,-0.13,1.0,-20.94,-8.36,4.7,2.0,palm_down_neutral
-0.11,-0.13,1.0,-12.57,-7.93,4.58,2.0,palm_down_neutral
-0.11,-0.12,0.99,-5.43,-8.12,4.76,2.0,palm_down_neutral
-0.11,-0.08,0.99,-1.71,-8.3,4.7,2.0,palm_down_neutral
-0.12,-0.04,0.99,-0.73,-7.93,4.15,2.0,palm_down_neutral
-0.12,-0.03,0.99,-1.28,-7.81,3.36,2.0,palm_down_neutral
-0.13,-0.03,0.99,-3.48,-7.75,3.05,2.0,palm_down_neutral
-0.12,-0.04,0.99,-6.29,-7.51,2.93,2.0,palm_down_neutral
-0.12,-0.06,1.0,-6.65,-7.2,2.81,2.0,palm_down_neutral
-0.11,-0.09,1.0,-4.27,-7.08,3.36,2.0,palm_down_neutral
-0.09,-0.1,1.0,-0.73,-7.2,3.85,2.0,palm_down_neutral
-0.09,-0.07,1.0,0.31,-7.63,4.21,2.0,palm_down_neutral
-0.09,-0.03,1.0,-3.42,-8.06,4.09,2.0,palm_down_neutral
-0.09,0.0,0.99,-10.68,-8.18,3.54,2.0,palm_down_neutral
-0.1,0.0,0.98,-18.01,-7.93,3.48,2.0,palm_down_neutral
-0.09,-0.02,0.99,-23.56,-7.57,3.97,2.0,palm_down_neutral
-0.09,-0.04,0.99,-26.37,-7.32,4.64,2.0,palm_down_neutral
-0.08,-0.06,0.99,-28.02,-7.26,5.0,2.0,palm_down_neutral
-0.07,-0.06,0.98,-28.63,-6.53,5.49,2.0,palm_down_neutral
-0.07,-0.06,0.98,-28.63,-6.1,5.8,2.0,palm_down_neutral
-0.07,-0.06,0.98,-28.44,-5.8,6.59,2.0,palm_down_neutral
-0.08,-0.05,0.99,-28.38,-5.8,6.53,2.0,palm_down_neutral
-0.08,-0.05,0.99,-29.3,-6.1,6.77,2.0,palm_down_neutral
-0.08,-0.06,0.99,-30.15,-5.74,6.71,2.0,palm_down_neutral
-0.07,-0.11,1.0,-29.17,-5.49,6.35,2.0,palm_down_neutral
-0.08,-0.14,1.0,-25.7,-5.43,6.41,2.0,palm_down_neutral
-0.08,-0.14,1.0,-21.42,-5.25,6.29,2.0,palm_down_neutral
-0.09,-0.13,0.99,-18.68,-4.7,6.16,2.0,palm_down_neutral
-0.09,-0.12,1.0,-17.52,-3.91,5.62,2.0,palm_down_neutral
-0.1,-0.13,1.01,-16.78,-3.17,5.25,2.0,palm_down_neutral
-0.1,-0.15,1.03,-15.38,-3.11,5.37,2.0,palm_down_neutral
-0.09,-0.15,1.04,-13.85,-3.36,6.16,2.0,palm_down_neutral
-0.08,-0.16,1.06,-12.94,-3.36,6.71,2.0,palm_down_neutral
-0.08,-0.2,1.07,-10.5,-3.36,6.77,2.0,palm_down_neutral
-0.07,-0.32,1.1,1.77,-2.99,7.75,2.0,palm_down_neutral
-0.08,-0.28,1.08,12.7,-3.05,9.58,2.0,palm_down_neutral
-0.08,-0.28,1.05,9.64,-2.08,10.31,2.0,palm_down_neutral
-0.03,-0.46,1.06,18.49,-6.35,23.62,2.0,palm_down_neutral
-0.07,-0.35,1.02,29.17,-9.46,31.43,2.0,palm_down_neutral
-0.1,-0.2,1.0,23.38,-7.57,29.91,2.0,palm_down_neutral
-0.11,-0.21,1.02,19.23,-6.84,25.33,2.0,palm_down_neutral
-0.15,-0.2,1.02,16.24,-4.15,19.41,2.0,palm_down_neutral
-0.13,-0.25,1.03,13.37,-1.34,14.4,2.0,palm_down_neutral
-0.09,-0.3,1.03,15.44,-0.67,13.06,2.0,palm_down_neutral
-0.05,-0.31,1.02,16.42,-2.14,4.15,2.0,palm_down_neutral
-0.04,-0.3,1.01,18.43,-4.52,-5.07,2.0,palm_down_neutral
-0.04,-0.15,1.01,18.07,-5.37,-14.4,2.0,palm_down_neutral
0.01,0.16,0.96,7.87,-8.24,-22.28,2.0,palm_down_neutral
-0.04,-0.29,1.01,-13.43,-8.42,8.97,2.0,palm_down_neutral
-0.12,-0.34,1.01,13.24,-6.9,-16.05,2.0,palm_down_neutral
-0.12,0.05,0.95,-10.07,-0.98,-5.92,2.0,palm_down_neutral
-0.1,-0.14,1.0,-9.46,0.67,-2.26,2.0,palm_down_neutral
-0.06,-0.11,1.01,-4.33,0.92,-1.28,2.0,palm_down_neutral
-0.07,-0.12,1.0,-3.72,1.89,5.25,2.0,palm_down_neutral
-0.08,-0.11,1.0,-1.89,1.71,6.1,2.0,palm_down_neutral
-0.09,0.03,0.99,1.59,1.95,6.29,2.0,palm_down_neutral
-0.06,-0.0,0.99,0.55,0.79,22.22,2.0,palm_down_neutral
-0.11,-0.12,1.0,2.69,-1.59,29.91,2.0,palm_down_neutral
-0.14,-0.07,0.99,8.42,-2.93,27.4,2.0,palm_down_neutral
-0.07,-0.07,0.96,7.63,-1.83,27.28,2.0,palm_down_neutral
-0.05,-0.09,0.96,7.69,-2.75,23.19,2.0,palm_down_neutral
-0.06,-0.04,0.96,7.14,-1.59,20.45,2.0,palm_down_neutral
-0.09,-0.03,0.97,4.27,-0.06,19.17,2.0,palm_down_neutral
-0.11,-0.04,0.98,3.85,0.85,18.07,2.0,palm_down_neutral
-0.1,-0.02,0.99,5.86,1.4,18.68,2.0,palm_down_neutral
-0.07,-0.01,0.99,6.9,2.26,22.28,2.0,palm_down_neutral
-0.05,-0.03,0.99,6.77,2.75,25.63,2.0,palm_down_neutral
-0.04,-0.06,1.01,9.52,2.32,26.49,2.0,palm_down_neutral
-0.04,-0.07,1.01,14.22,-0.12,24.9,2.0,palm_down_neutral
-0.05,-0.04,0.99,16.85,-1.95,24.66,2.0,palm_down_neutral
-0.07,-0.04,0.99,17.64,-2.75,25.88,2.0,palm_down_neutral
-0.08,-0.04,0.98,17.21,-3.54,25.45,2.0,palm_down_neutral
-0.07,-0.03,0.98,14.53,-3.23,26.86,2.0,palm_down_neutral
-0.06,-0.01,0.98,10.99,-3.42,30.27,2.0,palm_down_neutral
-0.05,0.0,0.98,4.76,-2.32,34.36,2.0,palm_down_neutral
-0.07,-0.0,0.99,0.12,-1.4,38.27,2.0,palm_down_neutral
-0.08,-0.02,1.01,-0.37,-1.59,40.28,2.0,palm_down_neutral
-0.08,-0.03,1.02,0.73,-2.14,40.34,2.0,palm_down_neutral
-0.08,-0.05,1.03,2.32,-1.77,40.89,2.0,palm_down_neutral
-0.06,-0.05,1.04,4.52,-1.1,42.11,2.0,palm_down_neutral
-0.05,-0.08,1.06,5.92,-1.28,39.55,2.0,palm_down_neutral
-0.07,-0.1,1.07,8.42,-1.89,35.46,2.0,palm_down_neutral
-0.09,-0.09,1.07,10.74,-2.08,30.94,2.0,palm_down_neutral
-0.09,-0.1,1.07,13.24,-2.44,25.63,2.0,palm_down_neutral
-0.08,-0.1,1.07,15.75,-2.93,19.1,2.0,palm_down_neutral
-0.07,-0.1,1.08,17.4,-3.66,12.39,2.0,palm_down_neutral
-0.06,-0.09,1.08,18.07,-4.46,6.04,2.0,palm_down_neutral
-0.07,-0.08,1.07,18.07,-4.76,-0.92,2.0,palm_down_neutral
-0.08,-0.09,1.05,17.7,-4.27,-7.81,2.0,palm_down_neutral
-0.07,-0.07,1.04,15.75,-2.32,-14.47,2.0,palm_down_neutral
-0.06,-0.06,1.05,11.96,0.55,-20.39,2.0,palm_down_neutral
-0.05,-0.08,1.05,7.08,3.91,-27.28,2.0,palm_down_neutral
0.02,-0.12,1.04,0.24,5.8,-40.53,2.0,palm_down_neutral
0.01,-0.11,1.03,-9.4,7.81,-58.65,2.0,palm_down_neutral
-0.07,-0.05,0.99,-18.19,14.22,-68.85,2.0,palm_down_neutral
-0.12,0.04,1.03,-69.76,41.87,-84.72,2.0,palm_down_neutral
-0.13,0.01,1.1,-51.33,33.02,-91.92,2.0,palm_down_neutral
-0.03,-0.11,1.07,-14.28,14.28,-104.31,2.0,palm_down_neutral
-0.03,-0.19,1.02,-4.03,11.35,-104.8,2.0,palm_down_neutral
-0.18,-0.29,1.02,-0.24,10.68,-80.44,2.0,palm_down_neutral
-0.22,-0.38,1.04,18.92,6.53,-32.53,2.0,palm_down_neutral
-0.17,-0.22,1.02,33.63,1.34,-19.17,2.0,palm_down_neutral
-0.13,-0.04,0.99,29.42,1.59,-17.76,2.0,palm_down_neutral
-0.13,-0.08,0.99,23.93,2.08,-15.44,2.0,palm_down_neutral
-0.14,-0.15,1.0,25.63,1.16,-14.65,2.0,palm_down_neutral
-0.12,-0.14,0.99,28.5,0.31,-13.06,2.0,palm_down_neutral
-0.1,-0.11,1.0,28.81,0.31,-11.96,2.0,palm_down_neutral
-0.1,-0.11,1.0,28.2,0.43,-12.21,2.0,palm_down_neutral
-0.1,-0.11,1.01,27.47,0.31,-12.76,2.0,palm_down_neutral
-0.1,-0.1,1.0,25.82,0.0,-12.94,2.0,palm_down_neutral
-0.09,-0.09,1.0,22.95,-0.31,-13.18,2.0,palm_down_neutral
-0.09,-0.08,0.99,19.41,-0.61,-13.37,2.0,palm_down_neutral
-0.09,-0.08,0.98,16.6,-0.85,-13.24,2.0,palm_down_neutral
-0.09,-0.08,0.97,14.59,-1.16,-12.94,2.0,palm_down_neutral
-0.08,-0.05,0.97,11.17,-1.4,-12.76,2.0,palm_down_neutral
-0.09,-0.03,0.97,6.29,-1.46,-12.94,2.0,palm_down_neutral
-0.09,-0.02,0.97,2.01,-1.53,-13.37,2.0,palm_down_neutral
-0.09,-0.02,0.98,-0.92,-1.53,-13.24,2.0,palm_down_neutral
-0.09,-0.02,0.99,-2.44,-1.46,-12.94,2.0,palm_down_neutral
-0.1,-0.03,1.0,-2.44,-1.4,-12.51,2.0,palm_down_neutral
-0.1,-0.05,0.99,0.0,-1.46,-12.02,2.0,palm_down_neutral
-0.1,-0.06,0.99,4.15,-1.77,-11.23,2.0,palm_down_neutral
-0.1,-0.06,0.98,9.09,-1.71,-10.07,2.0,palm_down_neutral
-0.09,-0.05,0.98,12.51,-1.65,-9.4,2.0,palm_down_neutral
-0.08,-0.04,0.99,13.37,-1.4,-9.22,2.0,palm_down_neutral
-0.07,-0.04,0.99,12.51,-1.16,-9.03,2.0,palm_down_neutral
-0.08,-0.04,1.0,11.29,-0.67,-8.85,2.0,palm_down_neutral
-0.08,-0.04,1.0,10.25,-0.61,-8.61,2.0,palm_down_neutral
-0.08,-0.03,1.0,9.64,0.0,-8.18,2.0,palm_down_neutral
-0.07,-0.02,1.0,9.83,1.1,-7.75,2.0,palm_down_neutral
-0.06,-0.0,1.0,10.99,2.14,-7.69,2.0,palm_down_neutral
-0.06,0.0,1.0,14.89,3.97,-8.42,2.0,palm_down_neutral
-0.04,-0.01,1.02,21.91,5.74,-9.46,2.0,palm_down_neutral
-0.04,-0.01,1.04,30.82,6.96,-10.93,2.0,palm_down_neutral
-0.03,0.02,1.04,35.95,6.41,-11.84,2.0,palm_down_neutral
0.01,0.09,1.02,32.41,6.35,-14.59,2.0,palm_down_neutral
0.02,0.15,1.0,27.04,7.87,-17.64,2.0,palm_down_neutral
0.01,0.22,1.0,20.51,8.85,-16.97,2.0,palm_down_neutral
0.01,0.31,1.02,11.78,10.13,-15.38,2.0,palm_down_neutral
0.01,0.35,1.06,1.71,10.8,-13.61,2.0,palm_down_neutral
0.01,0.33,1.08,-5.8,10.68,-11.96,2.0,palm_down_neutral
0.01,0.3,1.09,-8.97,9.95,-10.19,2.0,palm_down_neutral
-0.0,0.27,1.07,-8.12,9.16,-7.69,2.0,palm_down_neutral
-0.02,0.26,1.05,-4.76,8.97,-4.76,2.0,palm_down_neutral
-0.03,0.25,1.04,0.67,8.85,-2.32,2.0,palm_down_neutral
-0.05,0.26,1.04,6.35,8.0,-0.18,2.0,palm_down_neutral
-0.06,0.29,1.02,7.32,6.35,2.75,2.0,palm_down_neutral
-0.07,0.32,1.0,4.09,5.43,6.71,2.0,palm_down_neutral
-0.08,0.31,0.98,-0.37,4.58,11.6,2.0,palm_down_neutral
-0.1,0.27,0.97,-4.21,3.36,17.76,2.0,palm_down_neutral
-0.12,0.2,0.95,-6.29,1.89,24.23,2.0,palm_down_neutral
-0.13,0.13,0.92,-7.87,0.06,30.46,2.0,palm_down_neutral
-0.15,0.07,0.89,-9.7,-1.1,36.19,2.0,palm_down_neutral
-0.17,-0.0,0.86,-11.23,-1.22,40.71,2.0,palm_down_neutral
-0.18,-0.08,0.84,-11.96,-1.04,43.52,2.0,palm_down_neutral
-0.19,-0.15,0.83,-12.33,-0.24,44.92,2.0,palm_down_neutral
-0.2,-0.21,0.82,-13.31,0.98,45.17,2.0,palm_down_neutral
-0.21,-0.27,0.83,-14.65,2.56,43.95,2.0,palm_down_neutral
-0.21,-0.33,0.83,-16.42,4.7,40.41,2.0,palm_down_neutral
-0.2,-0.37,0.84,-18.98,7.32,35.58,2.0,palm_down_neutral
-0.17,-0.39,0.86,-22.09,10.68,30.09,2.0,palm_down_neutral
-0.15,-0.41,0.9,-25.51,14.71,23.74,2.0,palm_down_neutral
-0.16,-0.43,0.94,-26.98,17.27,16.54,2.0,palm_down_neutral
-0.18,-0.45,0.97,-24.84,19.1,10.01,2.0,palm_down_neutral
-0.2,-0.45,1.0,-19.71,20.57,4.21,2.0,palm_down_neutral
-0.21,-0.42,1.01,-15.01,21.06,-1.28,2.0,palm_down_neutral
-0.21,-0.36,1.0,-13.85,20.75,-6.23,2.0,palm_down_neutral
-0.22,-0.3,0.99,-14.22,21.24,-10.56,2.0,palm_down_neutral
-0.24,-0.27,1.0,-14.71,21.12,-14.04,2.0,palm_down_neutral
-0.25,-0.24,1.03,-15.32,20.51,-16.72,2.0,palm_down_neutral
-0.27,-0.21,1.05,-15.2,19.47,-19.17,2.0,palm_down_neutral
-0.28,-0.17,1.05,-15.01,18.62,-20.02,2.0,palm_down_neutral
-0.27,-0.14,1.05,-14.47,17.46,-20.39,2.0,palm_down_neutral
-0.26,-0.11,1.06,-12.21,16.05,-21.73,2.0,palm_down_neutral
-0.26,-0.09,1.06,-8.48,15.01,-21.42,2.0,palm_down_neutral
-0.26,-0.07,1.06,-3.48,13.43,-21.55,2.0,palm_down_neutral
-0.24,-0.04,1.06,1.65,11.54,-21.79,2.0,palm_down_neutral
-0.22,0.01,1.06,4.94,10.68,-21.73,2.0,palm_down_neutral
-0.21,0.04,1.07,6.41,10.19,-21.12,2.0,palm_down_neutral
-0.2,0.05,1.09,8.06,9.34,-21.36,2.0,palm_down_neutral
-0.19,0.06,1.1,9.52,7.93,-20.51,2.0,palm_down_neutral
-0.18,0.08,1.11,9.89,6.16,-20.08,2.0,palm_down_neutral
-0.18,0.09,1.11,9.64,4.64,-19.41,2.0,palm_down_neutral
-0.19,0.1,1.1,9.64,2.56,-18.55,2.0,palm_down_neutral
-0.2,0.1,1.08,9.83,0.61,-16.85,2.0,palm_down_neutral
-0.22,0.12,1.07,9.03,-1.65,-15.08,2.0,palm_down_neutral
-0.23,0.15,1.04,4.58,-4.27,-13.0,2.0,palm_down_neutral
-0.23,0.17,1.01,-2.08,-6.47,-10.68,2.0,palm_down_neutral
-0.22,0.16,0.99,-6.71,-7.69,-7.81,2.0,palm_down_neutral
-0.21,0.12,0.98,-7.45,-8.91,-4.94,2.0,palm_down_neutral
-0.21,0.1,0.97,-4.82,-9.4,-2.81,2.0,palm_down_neutral
-0.19,0.07,0.96,0.31,-9.16,-1.59,2.0,palm_down_neutral
-0.18,0.04,0.96,7.39,-8.67,-1.53,2.0,palm_down_neutral
-0.17,0.04,0.97,14.34,-8.0,-1.83,2.0,palm_down_neutral
-0.16,0.06,0.98,19.53,-7.32,-2.75,2.0,palm_down_neutral
-0.16,0.1,0.98,20.94,-6.96,-3.97,2.0,palm_down_neutral
-0.16,0.13,0.99,19.23,-5.98,-4.82,2.0,palm_down_neutral
-0.16,0.13,1.01,16.72,-5.31,-4.82,2.0,palm_down_neutral
-0.17,0.11,1.02,15.44,-5.25,-4.03,2.0,palm_down_neutral
-0.17,0.08,1.04,15.69,-5.43,-2.32,2.0,palm_down_neutral
-0.17,0.06,1.05,16.11,-6.71,-0.49,2.0,palm_down_neutral
-0.17,0.06,1.05,13.55,-8.91,1.59,2.0,palm_down_neutral
-0.18,0.09,1.05,7.14,-10.99,3.48,2.0,palm_down_neutral
-0.18,0.11,1.04,-0.37,-12.39,4.7,2.0,palm_down_neutral
-0.17,0.09,1.05,-6.65,-13.37,6.53,2.0,palm_down_neutral
-0.17,0.05,1.06,-11.29,-14.34,9.16,2.0,palm_down_neutral
-0.15,0.03,1.06,-15.2,-15.32,11.11,2.0,palm_down_neutral
-0.12,0.02,1.05,-18.13,-15.32,12.33,2.0,palm_down_neutral
-0.08,-0.01,1.06,-18.86,-14.59,12.57,2.0,palm_down_neutral
-0.03,-0.04,1.08,-16.91,-13.92,11.78,2.0,palm_down_neutral
0.01,-0.05,1.1,-13.73,-13.43,10.19,2.0,palm_down_neutral
0.05,-0.05,1.12,-11.84,-12.82,8.61,2.0,palm_down_neutral
0.08,-0.04,1.12,-10.13,-12.15,7.08,2.0,palm_down_neutral
0.1,-0.01,1.12,-8.18,-11.6,5.49,2.0,palm_down_neutral
0.12,0.01,1.11,-7.08,-10.38,3.85,2.0,palm_down_neutral
0.14,0.02,1.1,-5.0,-9.34,1.89,2.0,palm_down_neutral
0.14,0.04,1.1,-2.81,-8.48,0.18,2.0,palm_down_neutral
0.13,0.04,1.1,-1.16,-7.63,-1.16,2.0,palm_down_neutral
0.11,0.03,1.11,0.55,-7.75,-2.26,2.0,palm_down_neutral
0.08,0.04,1.11,1.34,-8.54,-3.3,2.0,palm_down_neutral
0.06,0.06,1.09,-0.31,-9.22,-4.33,2.0,palm_down_neutral
0.03,0.05,1.07,-2.93,-9.77,-5.19,2.0,palm_down_neutral
0.0,0.01,1.06,-3.78,-10.44,-5.49,2.0,palm_down_neutral
-0.03,-0.02,1.05,-2.26,-11.54,-5.13,2.0,palm_down_neutral
-0.07,-0.03,1.03,0.06,-12.39,-4.76,2.0,palm_down_neutral
-0.1,-0.03,1.01,2.81,-12.7,-4.64,2.0,palm_down_neutral
-0.13,-0.02,0.99,5.74,-12.45,-4.76,2.0,palm_down_neutral
-0.15,-0.01,0.97,8.36,-11.84,-4.82,2.0,palm_down_neutral
-0.17,-0.01,0.95,10.38,-10.8,-4.52,2.0,palm_down_neutral
-0.18,-0.02,0.94,11.72,-9.34,-3.91,2.0,palm_down_neutral
-0.19,-0.05,0.94,13.49,-8.12,-3.72,2.0,palm_down_neutral
-0.2,-0.07,0.94,15.75,-6.9,-2.87,2.0,palm_down_neutral
-0.22,-0.08,0.94,17.52,-5.74,-2.2,2.0,palm_down_neutral
-0.23,-0.09,0.95,19.23,-4.64,-1.83,2.0,palm_down_neutral
-0.24,-0.1,0.95,20.08,-3.78,-1.46,2.0,palm_down_neutral
-0.25,-0.1,0.95,20.2,-2.81,-1.53,2.0,palm_down_neutral
-0.24,-0.1,0.95,20.08,-1.65,-1.95,2.0,palm_down_neutral
-0.24,-0.09,0.94,19.78,-0.12,-2.38,2.0,palm_down_neutral
-0.24,-0.08,0.94,18.19,1.71,-2.5,2.0,palm_down_neutral
-0.23,-0.07,0.95,14.4,3.48,-2.2,2.0,palm_down_neutral
-0.23,-0.06,0.96,8.24,4.7,-2.08,2.0,palm_down_neutral
-0.22,-0.05,0.97,0.49,5.92,-2.38,2.0,palm_down_neutral
-0.23,-0.07,0.97,-6.29,7.2,-2.62,2.0,palm_down_neutral
-0.24,-0.11,0.98,-10.74,8.0,-2.44,2.0,palm_down_neutral
-0.25,-0.15,1.0,-12.08,8.36,-2.08,2.0,palm_down_neutral
-0.25,-0.18,1.01,-11.54,8.0,-2.38,2.0,palm_down_neutral
-0.25,-0.19,1.02,-10.5,6.9,-2.75,2.0,palm_down_neutral
-0.23,-0.2,1.03,-8.42,5.68,-3.17,2.0,palm_down_neutral
-0.21,-0.2,1.04,-5.8,3.97,-4.33,2.0,palm_down_neutral
-0.19,-0.19,1.03,-3.78,2.62,-5.74,2.0,palm_down_neutral
