ax,ay,az,gx,gy,gz,target,target_name
0.05,1.03,0.08,9.89,-0.49,-1.16,6.0,palm_left_neutral
0.05,1.04,0.09,5.74,0.18,-1.34,6.0,palm_left_neutral
0.06,1.05,0.09,0.49,0.49,-1.04,6.0,palm_left_neutral
0.07,1.05,0.1,-4.39,0.92,-0.79,6.0,palm_left_neutral
0.06,1.04,0.11,-8.3,1.04,-0.24,6.0,palm_left_neutral
0.05,1.03,0.12,-11.47,0.98,-0.06,6.0,palm_left_neutral
0.03,1.03,0.13,-14.04,0.85,0.37,6.0,palm_left_neutral
0.02,1.02,0.12,-15.56,0.85,0.55,6.0,palm_left_neutral
0.02,1.01,0.13,-15.63,0.92,0.61,6.0,palm_left_neutral
0.03,1.0,0.14,-14.04,1.22,0.61,6.0,palm_left_neutral
0.03,0.99,0.15,-11.6,1.46,1.16,6.0,palm_left_neutral
0.04,0.99,0.15,-9.46,1.77,1.59,6.0,palm_left_neutral
0.05,1.0,0.15,-8.48,2.2,2.08,6.0,palm_left_neutral
0.05,1.0,0.16,-9.46,2.75,2.62,6.0,palm_left_neutral
0.05,1.01,0.16,-12.08,3.48,2.56,6.0,palm_left_neutral
0.06,1.02,0.17,-16.05,3.85,2.14,6.0,palm_left_neutral
0.07,1.02,0.19,-20.26,3.72,2.08,6.0,palm_left_neutral
0.08,1.01,0.2,-23.01,3.36,1.83,6.0,palm_left_neutral
0.09,1.01,0.21,-23.68,2.69,2.08,6.0,palm_left_neutral
0.11,1.02,0.22,-26.0,2.08,2.44,6.0,palm_left_neutral
0.12,1.08,0.25,-34.55,2.87,0.43,6.0,palm_left_neutral
0.11,1.16,0.27,-46.51,0.31,1.65,6.0,palm_left_neutral
0.11,1.14,0.29,-64.76,-1.59,-0.37,6.0,palm_left_neutral
0.12,0.93,0.29,-64.7,-2.14,-0.98,6.0,palm_left_neutral
0.1,0.71,0.27,-32.65,-0.98,0.61,6.0,palm_left_neutral
0.09,0.86,0.25,-5.07,-0.85,3.23,6.0,palm_left_neutral
0.14,1.03,0.25,-1.53,-1.89,3.05,6.0,palm_left_neutral
0.13,0.92,0.24,4.64,-3.17,0.73,6.0,palm_left_neutral
0.1,0.86,0.2,17.15,-3.11,-1.16,6.0,palm_left_neutral
0.12,0.92,0.16,24.05,-2.62,-1.59,6.0,palm_left_neutral
0.15,1.02,0.14,20.57,-2.01,-2.14,6.0,palm_left_neutral
0.14,1.06,0.14,10.07,-1.83,-2.44,6.0,palm_left_neutral
0.13,1.02,0.13,1.65,-1.16,-2.99,6.0,palm_left_neutral
0.12,0.97,0.13,-2.14,-0.24,-3.36,6.0,palm_left_neutral
0.15,0.88,0.14,1.59,-1.77,-5.8,6.0,palm_left_neutral
0.15,0.85,0.13,10.07,-3.36,-11.54,6.0,palm_left_neutral
0.1,0.97,0.12,10.93,-1.34,-9.95,6.0,palm_left_neutral
0.07,0.98,0.13,7.75,0.55,-6.9,6.0,palm_left_neutral
0.08,0.97,0.14,7.75,1.89,-7.81,6.0,palm_left_neutral
0.07,1.03,0.14,4.09,4.27,-4.82,6.0,palm_left_neutral
0.06,1.0,0.15,1.71,4.82,-4.58,6.0,palm_left_neutral
0.06,0.98,0.16,2.99,5.07,-4.27,6.0,palm_left_neutral
0.06,0.97,0.17,5.07,4.52,-5.19,6.0,palm_left_neutral
0.06,0.96,0.19,8.91,3.72,-5.8,6.0,palm_left_neutral
0.05,0.95,0.21,13.12,2.08,-6.9,6.0,palm_left_neutral
0.04,1.0,0.22,15.5,0.79,-8.0,6.0,palm_left_neutral
0.04,1.04,0.22,13.92,0.31,-6.59,6.0,palm_left_neutral
0.04,1.03,0.21,13.73,0.67,-6.71,6.0,palm_left_neutral
0.04,1.05,0.21,14.65,1.34,-4.52,6.0,palm_left_neutral
0.05,1.09,0.21,13.92,1.89,-0.67,6.0,palm_left_neutral
0.05,1.11,0.21,11.66,1.77,-1.04,6.0,palm_left_neutral
0.05,1.06,0.2,9.89,1.46,-4.82,6.0,palm_left_neutral
0.04,1.03,0.19,12.27,1.89,-2.87,6.0,palm_left_neutral
0.04,1.04,0.17,12.57,2.26,-0.67,6.0,palm_left_neutral
0.04,1.03,0.16,12.51,2.56,1.22,6.0,palm_left_neutral
0.04,1.01,0.15,12.94,3.23,2.81,6.0,palm_left_neutral
0.05,1.0,0.14,12.39,3.3,2.75,6.0,palm_left_neutral
0.08,1.01,0.13,10.93,3.17,2.75,6.0,palm_left_neutral
0.1,1.0,0.13,9.89,3.23,3.6,6.0,palm_left_neutral
0.08,0.99,0.11,9.03,3.36,4.52,6.0,palm_left_neutral
0.07,1.0,0.11,7.81,2.93,6.59,6.0,palm_left_neutral
0.08,1.02,0.1,5.37,2.14,8.85,6.0,palm_left_neutral
0.07,1.01,0.1,1.77,2.26,7.08,6.0,palm_left_neutral
0.08,1.01,0.12,0.49,1.83,5.13,6.0,palm_left_neutral
0.11,1.02,0.12,-0.79,1.65,5.13,6.0,palm_left_neutral
0.11,1.02,0.12,-3.48,3.05,3.48,6.0,palm_left_neutral
0.09,1.02,0.14,-4.33,4.46,0.79,6.0,palm_left_neutral
0.08,1.02,0.15,-4.76,4.64,2.75,6.0,palm_left_neutral
0.06,1.01,0.16,-5.07,2.2,3.23,6.0,palm_left_neutral
0.07,0.98,0.16,-2.56,0.79,5.49,6.0,palm_left_neutral
0.12,1.01,0.17,-2.32,2.2,8.48,6.0,palm_left_neutral
0.11,1.03,0.17,-6.23,3.05,4.82,6.0,palm_left_neutral
0.08,1.03,0.18,-6.59,3.48,2.32,6.0,palm_left_neutral
0.08,1.03,0.18,-5.68,3.6,3.3,6.0,palm_left_neutral
0.07,1.03,0.18,-4.76,3.17,4.64,6.0,palm_left_neutral
0.05,1.03,0.19,-3.17,2.87,5.62,6.0,palm_left_neutral
0.04,1.04,0.18,-1.46,0.73,4.88,6.0,palm_left_neutral
0.04,1.05,0.16,-2.5,-1.4,4.21,6.0,palm_left_neutral
0.04,1.04,0.15,-3.11,-2.14,2.2,6.0,palm_left_neutral
0.04,1.03,0.16,-4.03,-1.16,0.12,6.0,palm_left_neutral
0.03,1.01,0.16,-5.13,-0.18,-4.88,6.0,palm_left_neutral
0.03,0.99,0.16,-4.7,0.37,-5.19,6.0,palm_left_neutral
0.04,1.01,0.16,-2.87,1.28,-4.58,6.0,palm_left_neutral
0.04,1.0,0.16,-3.42,2.99,-6.35,6.0,palm_left_neutral
0.04,0.99,0.16,-2.81,4.88,-9.58,6.0,palm_left_neutral
0.05,1.02,0.15,-1.77,5.98,-11.35,6.0,palm_left_neutral
0.04,1.02,0.15,-3.23,6.84,-11.47,6.0,palm_left_neutral
0.03,1.01,0.17,-0.79,6.41,-10.93,6.0,palm_left_neutral
0.03,1.03,0.17,0.0,4.09,-6.96,6.0,palm_left_neutral
0.03,1.03,0.17,0.67,4.03,-5.0,6.0,palm_left_neutral
0.04,1.04,0.17,1.22,4.03,-2.32,6.0,palm_left_neutral
0.04,1.04,0.16,-0.43,4.09,0.24,6.0,palm_left_neutral
0.02,1.03,0.15,1.71,5.25,0.79,6.0,palm_left_neutral
0.01,1.05,0.16,6.04,6.29,-0.18,6.0,palm_left_neutral
0.03,1.06,0.16,7.63,7.02,-1.1,6.0,palm_left_neutral
0.04,1.05,0.15,6.65,7.63,-0.98,6.0,palm_left_neutral
0.05,1.04,0.14,3.85,7.57,-0.31,6.0,palm_left_neutral
0.05,1.04,0.13,-0.24,7.87,0.0,6.0,palm_left_neutral
0.05,1.04,0.12,-1.71,8.48,1.28,6.0,palm_left_neutral
0.05,1.04,0.11,-2.87,8.91,3.48,6.0,palm_left_neutral
0.06,1.03,0.11,-4.03,9.34,4.39,6.0,palm_left_neutral
0.05,1.02,0.11,-2.81,9.64,5.13,6.0,palm_left_neutral
0.05,1.02,0.11,-0.43,9.58,6.71,6.0,palm_left_neutral
0.04,1.02,0.11,2.69,9.83,7.75,6.0,palm_left_neutral
0.03,1.03,0.1,6.41,9.95,7.93,6.0,palm_left_neutral
0.03,1.02,0.09,9.83,10.31,7.51,6.0,palm_left_neutral
0.03,1.02,0.09,12.08,10.68,8.48,6.0,palm_left_neutral
0.03,1.02,0.09,12.08,10.68,9.22,6.0,palm_left_neutral
0.04,1.01,0.09,11.11,11.29,8.48,6.0,palm_left_neutral
0.05,0.99,0.08,10.56,13.18,7.2,6.0,palm_left_neutral
0.06,0.99,0.08,8.79,16.24,4.88,6.0,palm_left_neutral
0.06,0.99,0.09,6.84,20.14,2.5,6.0,palm_left_neutral
0.06,0.98,0.13,5.68,23.68,1.04,6.0,palm_left_neutral
0.04,0.97,0.14,3.48,25.21,-1.59,6.0,palm_left_neutral
0.04,1.0,0.11,-4.03,23.07,-4.33,6.0,palm_left_neutral
0.05,1.02,0.11,-14.83,21.0,-7.2,6.0,palm_left_neutral
0.06,1.03,0.11,-21.55,19.35,-10.93,6.0,palm_left_neutral
0.07,1.02,0.09,-25.15,20.2,-13.85,6.0,palm_left_neutral
0.06,1.0,0.1,-24.54,22.71,-15.75,6.0,palm_left_neutral
0.03,0.97,0.13,-13.79,25.15,-11.05,6.0,palm_left_neutral
0.0,0.93,0.15,3.91,26.49,-0.85,6.0,palm_left_neutral
0.02,0.95,0.15,18.86,27.65,6.23,6.0,palm_left_neutral
0.03,1.01,0.13,22.71,25.94,8.0,6.0,palm_left_neutral
0.02,1.06,0.11,16.72,22.58,10.44,6.0,palm_left_neutral
-0.01,1.03,0.11,9.09,19.35,7.2,6.0,palm_left_neutral
-0.03,0.97,0.12,6.29,15.14,0.79,6.0,palm_left_neutral
-0.01,0.96,0.11,5.92,11.96,0.55,6.0,palm_left_neutral
0.01,0.95,0.1,8.54,10.93,-1.22,6.0,palm_left_neutral
0.03,0.96,0.09,14.59,10.86,0.0,6.0,palm_left_neutral
0.04,0.99,0.09,19.41,12.21,2.32,6.0,palm_left_neutral
0.03,1.0,0.09,23.62,14.16,3.11,6.0,palm_left_neutral
0.02,0.99,0.1,28.32,15.63,5.43,6.0,palm_left_neutral
0.01,0.99,0.1,31.01,15.56,8.54,6.0,palm_left_neutral
0.0,1.02,0.08,29.97,14.16,11.17,6.0,palm_left_neutral
0.0,1.04,0.07,23.56,13.06,10.13,6.0,palm_left_neutral
-0.01,1.02,0.07,17.33,12.02,5.07,6.0,palm_left_neutral
0.0,1.01,0.08,13.85,10.99,1.1,6.0,palm_left_neutral
0.03,1.03,0.08,10.31,10.13,0.61,6.0,palm_left_neutral
0.05,1.05,0.09,6.96,10.19,1.34,6.0,palm_left_neutral
0.05,1.04,0.1,4.15,10.07,2.69,6.0,palm_left_neutral
0.06,1.03,0.1,3.17,9.34,6.59,6.0,palm_left_neutral
0.06,0.99,0.11,4.09,8.79,12.33,6.0,palm_left_neutral
0.03,0.95,0.11,8.36,8.18,9.52,6.0,palm_left_neutral
0.08,0.93,0.12,13.31,6.53,9.22,6.0,palm_left_neutral
0.12,0.97,0.12,17.7,4.15,7.87,6.0,palm_left_neutral
0.07,1.01,0.1,17.52,2.69,12.33,6.0,palm_left_neutral
0.01,1.01,0.09,15.2,2.26,10.19,6.0,palm_left_neutral
0.02,1.01,0.09,12.45,1.65,7.2,6.0,palm_left_neutral
0.04,0.97,0.1,14.04,0.61,10.44,6.0,palm_left_neutral
0.02,0.96,0.09,18.31,-0.24,11.05,6.0,palm_left_neutral
0.02,0.97,0.08,20.75,-1.22,14.34,6.0,palm_left_neutral
0.03,1.0,0.08,21.73,-2.14,13.12,6.0,palm_left_neutral
0.03,1.03,0.07,20.94,-3.17,11.78,6.0,palm_left_neutral
0.02,1.03,0.06,18.49,-3.54,6.47,6.0,palm_left_neutral
0.03,1.01,0.04,16.85,-3.91,1.89,6.0,palm_left_neutral
0.04,1.0,0.03,16.42,-3.85,-0.12,6.0,palm_left_neutral
0.04,1.02,0.01,14.71,-3.6,-1.04,6.0,palm_left_neutral
0.04,1.03,0.0,11.6,-3.6,-2.01,6.0,palm_left_neutral
0.04,1.03,-0.0,7.39,-3.72,-2.99,6.0,palm_left_neutral
0.04,1.03,-0.01,2.26,-4.03,-3.97,6.0,palm_left_neutral
0.04,1.03,-0.01,-2.75,-4.27,-4.76,6.0,palm_left_neutral
0.04,1.01,-0.01,-5.8,-4.33,-5.37,6.0,palm_left_neutral
0.04,1.0,-0.01,-7.45,-4.21,-5.92,6.0,palm_left_neutral
-0.0,0.98,-0.0,-7.57,-3.11,-5.43,6.0,palm_left_neutral
-0.05,1.02,-0.0,-3.97,-0.98,-3.11,6.0,palm_left_neutral
-0.05,1.13,-0.01,-6.23,-0.61,-30.09,6.0,palm_left_neutral
0.03,1.04,0.01,-9.4,0.12,-21.24,6.0,palm_left_neutral
0.08,0.96,0.02,-1.77,-1.77,-11.11,6.0,palm_left_neutral
0.04,1.06,0.02,-0.92,-2.38,-9.89,6.0,palm_left_neutral
0.04,1.06,0.03,-2.93,-3.48,-8.79,6.0,palm_left_neutral
0.04,1.04,0.03,-4.58,-4.39,-8.36,6.0,palm_left_neutral
0.02,1.05,0.04,-5.74,-4.27,-9.4,6.0,palm_left_neutral
0.01,1.04,0.04,-5.49,-4.27,-11.17,6.0,palm_left_neutral
0.02,1.04,0.05,-5.25,-4.52,-13.31,6.0,palm_left_neutral
0.03,1.06,0.04,-6.35,-4.64,-12.94,6.0,palm_left_neutral
0.03,1.06,0.04,-8.24,-4.94,-12.76,6.0,palm_left_neutral
0.03,1.05,0.04,-8.36,-5.31,-14.28,6.0,palm_left_neutral
0.03,1.03,0.04,-7.02,-5.19,-12.57,6.0,palm_left_neutral
0.02,1.03,0.03,-5.49,-5.13,-10.93,6.0,palm_left_neutral
0.01,1.02,0.04,-4.09,-4.64,-8.91,6.0,palm_left_neutral
0.01,1.03,0.04,-2.32,-4.15,-6.29,6.0,palm_left_neutral
0.02,1.04,0.04,-1.28,-4.46,-5.62,6.0,palm_left_neutral
0.03,1.04,0.04,-1.22,-4.94,-5.74,6.0,palm_left_neutral
0.02,1.04,0.03,-0.79,-5.13,-6.1,6.0,palm_left_neutral
0.01,1.05,0.03,-0.43,-5.13,-6.16,6.0,palm_left_neutral
0.02,1.06,0.03,-0.98,-5.43,-5.74,6.0,palm_left_neutral
0.02,1.05,0.03,-2.26,-6.1,-4.82,6.0,palm_left_neutral
0.01,1.04,0.03,-3.17,-6.71,-3.72,6.0,palm_left_neutral
0.0,1.03,0.03,-2.44,-6.59,-2.44,6.0,palm_left_neutral
0.0,1.03,0.03,-1.1,-6.29,-1.46,6.0,palm_left_neutral
0.01,1.05,0.03,-0.98,-6.1,-1.53,6.0,palm_left_neutral
0.01,1.05,0.03,-1.16,-5.92,-1.16,6.0,palm_left_neutral
0.0,1.06,0.03,-1.59,-5.68,-0.18,6.0,palm_left_neutral
0.0,1.06,0.03,-2.93,-5.68,-0.24,6.0,palm_left_neutral
0.01,1.05,0.03,-4.88,-5.8,-0.92,6.0,palm_left_neutral
0.01,1.04,0.03,-6.04,-5.86,-1.71,6.0,palm_left_neutral
0.0,1.05,0.03,-5.62,-5.49,-2.14,6.0,palm_left_neutral
0.01,1.05,0.03,-5.68,-4.94,-1.77,6.0,palm_left_neutral
0.02,1.05,0.04,-6.23,-4.76,-0.79,6.0,palm_left_neutral
0.03,1.05,0.04,-7.69,-5.07,1.77,6.0,palm_left_neutral
0.03,1.04,0.05,-10.25,-5.37,2.99,6.0,palm_left_neutral
0.03,1.04,0.06,-12.27,-5.31,3.72,6.0,palm_left_neutral
0.03,1.04,0.06,-15.32,-5.37,5.37,6.0,palm_left_neutral
0.05,1.03,0.07,-18.25,-5.55,6.53,6.0,palm_left_neutral
0.04,1.03,0.08,-22.03,-5.68,5.68,6.0,palm_left_neutral
0.12,1.06,0.09,-25.27,-7.14,12.27,6.0,palm_left_neutral
0.09,0.99,0.1,-27.1,-8.79,22.4,6.0,palm_left_neutral
-0.03,0.95,0.1,-24.84,-8.61,7.69,6.0,palm_left_neutral
0.04,0.99,0.11,-26.55,-8.85,13.12,6.0,palm_left_neutral
0.06,0.97,0.12,-27.53,-10.13,11.84,6.0,palm_left_neutral
0.01,0.96,0.12,-27.16,-11.11,4.7,6.0,palm_left_neutral
0.01,0.97,0.12,-26.37,-11.23,-0.73,6.0,palm_left_neutral
0.01,0.96,0.12,-25.39,-11.29,-2.38,6.0,palm_left_neutral
0.0,0.94,0.12,-22.46,-11.41,-1.65,6.0,palm_left_neutral
-0.01,0.93,0.12,-19.35,-10.93,0.31,6.0,palm_left_neutral
0.0,0.93,0.12,-16.97,-10.68,-3.11,6.0,palm_left_neutral
0.04,0.95,0.13,-15.63,-10.93,-9.03,6.0,palm_left_neutral
0.03,0.98,0.13,-16.42,-11.11,-15.32,6.0,palm_left_neutral
-0.01,1.0,0.13,-18.92,-11.35,-21.85,6.0,palm_left_neutral
-0.03,0.94,0.13,-21.0,-10.31,-19.23,6.0,palm_left_neutral
-0.03,0.87,0.13,-17.64,-8.85,-9.16,6.0,palm_left_neutral
0.01,0.91,0.13,-14.89,-9.22,-12.51,6.0,palm_left_neutral
0.01,0.95,0.13,-17.94,-9.22,-14.04,6.0,palm_left_neutral
-0.0,0.91,0.13,-19.29,-9.03,-15.2,6.0,palm_left_neutral
-0.01,0.92,0.14,-18.43,-8.54,-15.5,6.0,palm_left_neutral
-0.01,0.94,0.15,-19.53,-8.18,-16.42,6.0,palm_left_neutral
-0.03,0.94,0.17,-20.51,-7.81,-16.85,6.0,palm_left_neutral
-0.05,0.93,0.18,-19.41,-6.9,-17.15,6.0,palm_left_neutral
-0.02,0.93,0.18,-17.03,-6.9,-17.64,6.0,palm_left_neutral
-0.02,0.95,0.18,-15.32,-7.39,-18.55,6.0,palm_left_neutral
-0.05,0.96,0.18,-14.34,-7.26,-18.98,6.0,palm_left_neutral
-0.04,0.95,0.19,-11.29,-7.02,-18.8,6.0,palm_left_neutral
-0.03,0.94,0.21,-5.68,-7.39,-17.27,6.0,palm_left_neutral
-0.04,0.94,0.21,1.46,-7.2,-16.36,6.0,palm_left_neutral
-0.04,0.95,0.18,7.93,-6.47,-14.47,6.0,palm_left_neutral
-0.02,0.97,0.16,12.7,-5.92,-13.37,6.0,palm_left_neutral
-0.04,0.99,0.15,16.11,-5.13,-11.9,6.0,palm_left_neutral
-0.07,1.0,0.16,18.86,-3.66,-9.58,6.0,palm_left_neutral
-0.06,1.0,0.15,21.67,-2.26,-8.12,6.0,palm_left_neutral
-0.03,1.01,0.13,23.5,-1.65,-6.84,6.0,palm_left_neutral
-0.04,1.02,0.09,23.93,-0.73,-4.33,6.0,palm_left_neutral
-0.05,1.04,0.08,23.01,0.37,-3.23,6.0,palm_left_neutral
-0.03,1.04,0.08,19.23,1.4,-2.01,6.0,palm_left_neutral
-0.01,1.02,0.09,17.03,2.56,-0.98,6.0,palm_left_neutral
0.01,1.04,0.09,16.36,3.54,-1.1,6.0,palm_left_neutral
0.0,1.08,0.09,13.79,5.19,-1.28,6.0,palm_left_neutral
-0.01,1.1,0.08,11.23,7.08,-0.31,6.0,palm_left_neutral
-0.0,1.11,0.08,9.52,8.67,0.0,6.0,palm_left_neutral
-0.01,1.11,0.1,7.81,9.83,1.22,6.0,palm_left_neutral
-0.01,1.12,0.11,5.07,10.56,2.87,6.0,palm_left_neutral
-0.03,1.13,0.1,1.1,11.11,3.54,6.0,palm_left_neutral
-0.05,1.14,0.11,-4.15,11.96,4.09,6.0,palm_left_neutral
-0.04,1.14,0.12,-9.4,12.76,4.21,6.0,palm_left_neutral
-0.06,1.13,0.12,-13.85,13.85,5.19,6.0,palm_left_neutral
-0.06,1.11,0.13,-17.52,14.89,6.35,6.0,palm_left_neutral
-0.05,1.1,0.15,-20.26,15.69,6.23,6.0,palm_left_neutral
-0.04,1.09,0.17,-21.73,15.87,7.2,6.0,palm_left_neutral
-0.04,1.06,0.17,-19.96,15.87,7.75,6.0,palm_left_neutral
-0.01,1.05,0.17,-15.87,16.11,8.61,6.0,palm_left_neutral
0.04,1.04,0.18,-10.07,16.11,9.28,6.0,palm_left_neutral
0.07,1.02,0.18,-2.69,16.17,9.09,6.0,palm_left_neutral
0.09,1.03,0.2,4.46,15.93,9.22,6.0,palm_left_neutral
0.1,1.05,0.21,9.28,15.01,8.67,6.0,palm_left_neutral
0.08,1.07,0.22,11.11,14.1,8.12,6.0,palm_left_neutral
0.07,1.09,0.22,10.68,12.94,8.06,6.0,palm_left_neutral
0.06,1.08,0.21,9.64,11.6,7.45,6.0,palm_left_neutral
0.07,1.06,0.2,8.85,10.56,7.57,6.0,palm_left_neutral
0.08,1.04,0.19,10.01,9.4,7.69,6.0,palm_left_neutral
0.07,1.01,0.18,12.76,8.91,7.39,6.0,palm_left_neutral
0.09,0.99,0.16,16.3,9.09,7.32,6.0,palm_left_neutral
0.09,0.99,0.15,18.19,9.52,6.59,6.0,palm_left_neutral
0.06,1.02,0.14,17.27,10.13,5.49,6.0,palm_left_neutral
0.05,1.05,0.13,12.88,10.44,4.7,6.0,palm_left_neutral
0.05,1.09,0.13,5.74,10.74,3.3,6.0,palm_left_neutral
0.03,1.1,0.12,-3.97,10.86,2.08,6.0,palm_left_neutral
0.03,1.07,0.12,-12.76,11.54,2.32,6.0,palm_left_neutral
0.03,1.04,0.12,-19.71,11.96,1.95,6.0,palm_left_neutral
0.04,1.04,0.13,-25.94,11.84,2.69,6.0,palm_left_neutral
0.03,1.02,0.13,-30.21,11.11,1.83,6.0,palm_left_neutral
0.0,0.98,0.13,-30.76,10.68,1.1,6.0,palm_left_neutral
-0.01,0.95,0.13,-27.95,10.38,-0.18,6.0,palm_left_neutral
-0.02,0.93,0.13,-23.93,10.38,-1.4,6.0,palm_left_neutral
-0.04,0.94,0.14,-19.78,10.5,-3.17,6.0,palm_left_neutral
-0.06,0.96,0.15,-17.52,10.56,-4.39,6.0,palm_left_neutral
-0.03,0.99,0.16,-17.88,10.01,-5.0,6.0,palm_left_neutral
0.01,1.0,0.18,-19.17,8.61,-6.35,6.0,palm_left_neutral
0.0,0.98,0.2,-20.02,7.93,-8.61,6.0,palm_left_neutral
-0.02,0.95,0.2,-19.23,7.87,-9.58,6.0,palm_left_neutral
-0.03,0.93,0.21,-15.26,8.24,-10.19,6.0,palm_left_neutral
-0.06,0.93,0.21,-9.34,8.73,-11.05,6.0,palm_left_neutral
-0.08,0.93,0.21,-2.81,9.58,-10.99,6.0,palm_left_neutral
-0.09,0.94,0.21,2.75,10.5,-11.11,6.0,palm_left_neutral
-0.11,0.97,0.21,4.94,11.11,-10.8,6.0,palm_left_neutral
-0.12,0.99,0.2,3.91,11.84,-9.46,6.0,palm_left_neutral
-0.13,0.99,0.19,1.16,12.27,-10.93,6.0,palm_left_neutral
-0.14,1.0,0.19,-3.05,13.43,-8.42,6.0,palm_left_neutral
-0.13,0.97,0.21,-7.45,12.7,-7.81,6.0,palm_left_neutral
-0.13,0.93,0.23,-7.75,11.9,-12.63,6.0,palm_left_neutral
-0.14,0.94,0.25,-6.9,10.86,-8.42,6.0,palm_left_neutral
-0.12,0.91,0.26,-4.39,9.58,-6.9,6.0,palm_left_neutral
-0.1,0.87,0.28,1.89,9.34,-7.02,6.0,palm_left_neutral
-0.1,0.86,0.28,8.73,8.97,-3.66,6.0,palm_left_neutral
-0.09,0.84,0.28,15.75,7.93,-4.58,6.0,palm_left_neutral
-0.08,0.84,0.28,22.09,7.2,-8.36,6.0,palm_left_neutral
-0.08,0.87,0.27,26.0,7.26,-10.93,6.0,palm_left_neutral
-0.08,0.9,0.26,26.61,7.57,-10.44,6.0,palm_left_neutral
-0.09,0.91,0.26,25.7,7.32,-10.38,6.0,palm_left_neutral
-0.08,0.92,0.26,23.56,6.96,-8.3,6.0,palm_left_neutral
-0.07,0.94,0.26,21.18,6.65,-7.93,6.0,palm_left_neutral
-0.05,0.96,0.25,18.07,6.71,-5.13,6.0,palm_left_neutral
-0.03,0.98,0.24,14.22,6.47,-4.7,6.0,palm_left_neutral
-0.02,1.0,0.24,9.22,6.47,-2.44,6.0,palm_left_neutral
-0.07,1.1,0.22,4.33,8.79,2.93,6.0,palm_left_neutral
-0.13,1.34,0.19,-10.38,19.35,42.72,6.0,palm_left_neutral
-0.04,1.26,0.21,-30.46,21.91,83.86,6.0,palm_left_neutral
0.1,0.8,0.25,-28.56,14.34,73.12,6.0,palm_left_neutral
0.08,0.6,0.25,-6.29,10.25,18.37,6.0,palm_left_neutral
-0.04,0.85,0.22,10.25,11.11,1.1,6.0,palm_left_neutral
-0.07,1.06,0.21,10.5,8.85,8.67,6.0,palm_left_neutral
-0.04,1.01,0.21,9.64,4.15,1.71,6.0,palm_left_neutral
-0.06,0.99,0.19,12.21,1.59,-10.01,6.0,palm_left_neutral
-0.09,1.05,0.18,10.19,1.16,-9.77,6.0,palm_left_neutral
-0.1,1.05,0.19,6.53,1.28,-8.54,6.0,palm_left_neutral
-0.1,1.04,0.2,3.36,2.14,-6.59,6.0,palm_left_neutral
-0.11,1.05,0.21,0.43,1.53,-5.8,6.0,palm_left_neutral
-0.12,1.07,0.22,-3.78,0.37,-1.16,6.0,palm_left_neutral
-0.12,1.06,0.24,-8.97,-0.85,5.07,6.0,palm_left_neutral
-0.11,1.02,0.25,-11.66,-2.14,8.36,6.0,palm_left_neutral
-0.11,1.01,0.25,-12.82,-1.89,10.86,6.0,palm_left_neutral
-0.09,0.99,0.25,-13.24,-0.79,13.98,6.0,palm_left_neutral
-0.06,0.94,0.26,-10.62,0.31,11.6,6.0,palm_left_neutral
-0.05,0.94,0.27,-6.23,0.85,8.18,6.0,palm_left_neutral
-0.06,0.97,0.28,-4.21,0.0,8.54,6.0,palm_left_neutral
-0.05,0.98,0.29,-3.3,-1.83,8.79,6.0,palm_left_neutral
-0.02,0.99,0.29,-3.05,-3.85,8.91,6.0,palm_left_neutral
0.0,1.0,0.28,-4.46,-5.25,8.12,6.0,palm_left_neutral
0.02,1.01,0.26,-7.08,-6.1,6.23,6.0,palm_left_neutral
0.02,1.02,0.25,-10.38,-6.35,4.09,6.0,palm_left_neutral
0.02,1.03,0.25,-13.98,-6.41,1.95,6.0,palm_left_neutral
0.01,1.03,0.25,-17.03,-6.71,0.85,6.0,palm_left_neutral
-0.0,1.03,0.25,-19.17,-6.71,1.46,6.0,palm_left_neutral
-0.01,1.03,0.25,-19.65,-6.96,3.66,6.0,palm_left_neutral
-0.0,1.01,0.24,-18.62,-7.02,4.82,6.0,palm_left_neutral
0.0,1.0,0.24,-15.5,-7.45,4.46,6.0,palm_left_neutral
0.0,1.0,0.23,-11.23,-8.0,3.97,6.0,palm_left_neutral
-0.0,1.0,0.22,-6.59,-8.48,2.81,6.0,palm_left_neutral
0.0,1.01,0.21,-2.56,-9.34,0.67,6.0,palm_left_neutral
0.0,1.02,0.2,-0.06,-9.83,-2.5,6.0,palm_left_neutral
0.01,1.04,0.18,1.22,-9.7,-4.76,6.0,palm_left_neutral
0.01,1.06,0.18,1.04,-9.58,-5.68,6.0,palm_left_neutral
0.01,1.09,0.18,-0.98,-9.34,-5.62,6.0,palm_left_neutral
0.02,1.1,0.17,-4.52,-9.28,-5.19,6.0,palm_left_neutral
0.01,1.1,0.17,-8.61,-9.34,-4.27,6.0,palm_left_neutral
0.01,1.1,0.18,-12.82,-9.4,-3.36,6.0,palm_left_neutral
0.01,1.1,0.18,-16.42,-9.4,-2.75,6.0,palm_left_neutral
0.0,1.09,0.18,-19.59,-9.09,-2.32,6.0,palm_left_neutral
-0.0,1.08,0.19,-22.34,-8.97,-2.2,6.0,palm_left_neutral
-0.01,1.07,0.2,-25.15,-8.85,-2.08,6.0,palm_left_neutral
-0.02,1.06,0.2,-28.26,-8.85,-1.77,6.0,palm_left_neutral
-0.02,1.05,0.21,-30.7,-8.73,-1.1,6.0,palm_left_neutral
