ax,ay,az,gx,gy,gz,target,target_name
0.09,-0.7,0.72,2.08,63.29,-129.27,11.0,palm_down_right_swipe
0.09,-0.71,0.73,-5.43,68.79,-139.59,11.0,palm_down_right_swipe
0.07,-0.73,0.73,-11.41,74.16,-150.39,11.0,palm_down_right_swipe
0.05,-0.75,0.74,-13.43,79.28,-162.11,11.0,palm_down_right_swipe
0.01,-0.74,0.75,-10.56,85.14,-172.3,11.0,palm_down_right_swipe
-0.03,-0.7,0.76,-4.76,90.64,-180.05,11.0,palm_down_right_swipe
-0.07,-0.65,0.76,0.55,95.76,-186.28,11.0,palm_down_right_swipe
-0.11,-0.6,0.78,3.05,100.89,-191.59,11.0,palm_down_right_swipe
-0.14,-0.56,0.8,2.87,105.83,-197.14,11.0,palm_down_right_swipe
-0.18,-0.53,0.82,3.54,110.66,-203.19,11.0,palm_down_right_swipe
-0.23,-0.49,0.85,6.23,114.75,-210.08,11.0,palm_down_right_swipe
-0.29,-0.42,0.9,9.95,117.25,-217.1,11.0,palm_down_right_swipe
-0.39,-0.3,0.97,13.55,117.31,-223.45,11.0,palm_down_right_swipe
-0.47,-0.2,1.03,16.24,118.41,-224.06,11.0,palm_down_right_swipe
-0.52,-0.17,1.1,21.55,118.23,-225.52,11.0,palm_down_right_swipe
-0.56,-0.15,1.16,30.88,116.52,-224.85,11.0,palm_down_right_swipe
-0.6,-0.12,1.19,42.97,114.56,-217.1,11.0,palm_down_right_swipe
-0.64,-0.07,1.21,57.01,110.41,-212.28,11.0,palm_down_right_swipe
-0.73,0.03,1.27,68.12,104.25,-208.31,11.0,palm_down_right_swipe
-0.87,0.19,1.32,79.28,91.98,-211.91,11.0,palm_down_right_swipe
-0.94,0.43,1.31,86.3,80.99,-208.5,11.0,palm_down_right_swipe
-0.91,0.64,1.25,84.29,72.94,-188.29,11.0,palm_down_right_swipe
-0.81,0.66,1.2,78.92,65.55,-164.37,11.0,palm_down_right_swipe
-0.75,0.56,1.18,78.12,55.24,-148.25,11.0,palm_down_right_swipe
-0.66,0.56,1.15,75.44,46.02,-125.67,11.0,palm_down_right_swipe
-0.56,0.6,1.14,61.34,39.67,-104.74,11.0,palm_down_right_swipe
-0.6,0.57,1.16,49.68,25.82,-82.52,11.0,palm_down_right_swipe
-0.59,0.48,1.18,44.98,9.03,-76.54,11.0,palm_down_right_swipe
-0.46,0.54,1.17,37.96,1.65,-67.14,11.0,palm_down_right_swipe
-0.37,0.62,1.15,19.47,-3.54,-50.11,11.0,palm_down_right_swipe
-0.33,0.54,1.13,5.43,-7.75,-43.09,11.0,palm_down_right_swipe
-0.24,0.52,1.12,-5.31,-8.48,-30.33,11.0,palm_down_right_swipe
-0.17,0.47,1.11,-15.75,-8.18,-16.36,11.0,palm_down_right_swipe
-0.16,0.31,1.12,-20.87,-10.44,-13.31,11.0,palm_down_right_swipe
-0.12,0.26,1.12,-17.33,-11.6,-10.93,11.0,palm_down_right_swipe
-0.04,0.32,1.1,-25.39,-4.94,5.98,11.0,palm_down_right_swipe
-0.07,0.16,1.12,-30.82,-6.1,5.98,11.0,palm_down_right_swipe
-0.1,0.03,1.14,-20.94,-11.29,-6.47,11.0,palm_down_right_swipe
-0.06,0.13,1.14,-17.76,-11.17,-2.56,11.0,palm_down_right_swipe
-0.05,0.14,1.15,-21.3,-12.76,-1.95,11.0,palm_down_right_swipe
-0.09,0.11,1.15,-20.75,-14.16,-4.15,11.0,palm_down_right_swipe
-0.09,0.18,1.13,-21.12,-14.34,-0.61,11.0,palm_down_right_swipe
-0.06,0.23,1.11,-26.0,-13.12,6.29,11.0,palm_down_right_swipe
-0.06,0.22,1.1,-31.98,-12.76,14.4,11.0,palm_down_right_swipe
-0.09,0.17,1.08,-32.84,-14.83,20.02,11.0,palm_down_right_swipe
-0.09,0.15,1.07,-30.82,-17.88,25.45,11.0,palm_down_right_swipe
-0.07,0.14,1.06,-29.05,-20.63,28.14,11.0,palm_down_right_swipe
-0.07,0.11,1.06,-26.49,-25.15,26.31,11.0,palm_down_right_swipe
-0.09,0.11,1.06,-22.77,-29.91,21.3,11.0,palm_down_right_swipe
-0.1,0.17,1.06,-22.46,-33.02,18.8,11.0,palm_down_right_swipe
-0.1,0.24,1.06,-26.61,-35.28,20.75,11.0,palm_down_right_swipe
-0.1,0.3,1.06,-34.48,-34.91,25.33,11.0,palm_down_right_swipe
-0.11,0.32,1.07,-42.85,-34.36,34.18,11.0,palm_down_right_swipe
-0.13,0.29,1.08,-47.85,-34.97,44.01,11.0,palm_down_right_swipe
-0.13,0.26,1.08,-50.66,-36.38,51.88,11.0,palm_down_right_swipe
-0.14,0.25,1.08,-52.0,-38.39,60.91,11.0,palm_down_right_swipe
-0.16,0.28,1.09,-52.8,-41.44,71.9,11.0,palm_down_right_swipe
-0.17,0.23,1.08,-51.76,-47.55,83.01,11.0,palm_down_right_swipe
-0.18,0.17,1.08,-48.34,-51.64,79.83,11.0,palm_down_right_swipe
-0.19,0.21,1.09,-43.33,-56.34,81.6,11.0,palm_down_right_swipe
-0.21,0.25,1.09,-43.88,-60.3,91.13,11.0,palm_down_right_swipe
-0.24,0.3,1.09,-45.96,-62.44,104.74,11.0,palm_down_right_swipe
-0.24,0.26,1.11,-51.94,-61.58,124.39,11.0,palm_down_right_swipe
-0.25,0.11,1.14,-46.57,-67.57,119.45,11.0,palm_down_right_swipe
-0.27,0.17,1.14,-35.4,-71.11,131.1,11.0,palm_down_right_swipe
-0.27,0.25,1.12,-32.53,-73.18,148.32,11.0,palm_down_right_swipe
-0.27,0.2,1.11,-24.48,-75.44,155.4,11.0,palm_down_right_swipe
-0.28,0.17,1.08,-9.77,-76.54,164.61,11.0,palm_down_right_swipe
-0.28,0.17,1.03,5.49,-75.68,173.89,11.0,palm_down_right_swipe
-0.26,0.15,1.0,16.78,-73.49,182.98,11.0,palm_down_right_swipe
-0.23,0.06,0.99,25.45,-71.53,189.64,11.0,palm_down_right_swipe
-0.19,-0.01,0.98,31.25,-69.89,193.48,11.0,palm_down_right_swipe
-0.15,-0.05,0.95,32.1,-67.99,195.37,11.0,palm_down_right_swipe
-0.12,-0.11,0.91,29.05,-65.8,194.89,11.0,palm_down_right_swipe
-0.07,-0.19,0.88,25.15,-62.87,192.63,11.0,palm_down_right_swipe
-0.03,-0.27,0.86,22.4,-59.2,190.06,11.0,palm_down_right_swipe
0.0,-0.37,0.85,20.32,-55.79,187.32,11.0,palm_down_right_swipe
0.03,-0.48,0.84,20.08,-53.28,179.87,11.0,palm_down_right_swipe
0.07,-0.58,0.83,21.36,-51.15,171.57,11.0,palm_down_right_swipe
0.1,-0.65,0.81,21.97,-48.71,163.57,11.0,palm_down_right_swipe
0.13,-0.69,0.79,23.93,-45.96,154.6,11.0,palm_down_right_swipe
0.15,-0.7,0.76,25.45,-43.09,143.31,11.0,palm_down_right_swipe
0.15,-0.68,0.73,25.09,-39.37,132.14,11.0,palm_down_right_swipe
0.14,-0.67,0.72,24.17,-34.24,121.64,11.0,palm_down_right_swipe
0.12,-0.66,0.71,24.17,-28.32,111.76,11.0,palm_down_right_swipe
0.11,-0.64,0.72,23.5,-22.58,102.54,11.0,palm_down_right_swipe
0.09,-0.62,0.76,21.67,-17.27,93.87,11.0,palm_down_right_swipe
0.05,-0.6,0.8,19.04,-12.57,85.94,11.0,palm_down_right_swipe
0.02,-0.59,0.83,14.89,-9.34,77.94,11.0,palm_down_right_swipe
-0.0,-0.58,0.84,10.44,-6.16,70.62,11.0,palm_down_right_swipe
-0.01,-0.58,0.86,6.04,-3.42,64.76,11.0,palm_down_right_swipe
-0.02,-0.56,0.88,2.38,-0.98,58.65,11.0,palm_down_right_swipe
-0.03,-0.54,0.92,-0.18,0.85,52.19,11.0,palm_down_right_swipe
-0.05,-0.51,0.95,-1.53,2.01,45.59,11.0,palm_down_right_swipe
-0.07,-0.49,0.98,-1.83,2.5,39.37,11.0,palm_down_right_swipe
-0.09,-0.48,0.99,-1.65,2.62,33.2,11.0,palm_down_right_swipe
-0.09,-0.5,0.99,-1.89,2.87,29.36,11.0,palm_down_right_swipe
-0.09,-0.51,0.99,0.92,1.77,19.84,11.0,palm_down_right_swipe
-0.08,-0.49,0.98,2.81,2.38,17.88,11.0,palm_down_right_swipe
-0.08,-0.48,0.97,2.32,2.93,16.3,11.0,palm_down_right_swipe
-0.07,-0.52,0.97,4.09,2.38,8.91,11.0,palm_down_right_swipe
-0.07,-0.53,0.97,6.9,2.62,-0.43,11.0,palm_down_right_swipe
-0.07,-0.52,0.96,8.67,3.23,-6.59,11.0,palm_down_right_swipe
-0.08,-0.54,0.95,10.07,3.48,-13.12,11.0,palm_down_right_swipe
-0.08,-0.58,0.94,12.33,3.66,-20.75,11.0,palm_down_right_swipe
-0.07,-0.6,0.92,14.34,4.21,-27.47,11.0,palm_down_right_swipe
-0.07,-0.62,0.89,15.69,4.82,-34.67,11.0,palm_down_right_swipe
-0.07,-0.64,0.86,17.21,5.68,-43.52,11.0,palm_down_right_swipe
-0.05,-0.63,0.83,16.72,6.9,-52.8,11.0,palm_down_right_swipe
-0.03,-0.63,0.8,13.61,9.58,-62.44,11.0,palm_down_right_swipe
-0.02,-0.67,0.79,10.01,13.0,-72.02,11.0,palm_down_right_swipe
-0.01,-0.73,0.8,6.84,16.42,-83.5,11.0,palm_down_right_swipe
0.01,-0.77,0.81,4.76,20.32,-94.12,11.0,palm_down_right_swipe
0.03,-0.81,0.81,3.78,24.05,-105.1,11.0,palm_down_right_swipe
0.04,-0.86,0.79,4.03,28.02,-118.41,11.0,palm_down_right_swipe
0.05,-0.94,0.76,8.61,32.1,-133.06,11.0,palm_down_right_swipe
0.07,-1.0,0.73,15.93,37.23,-148.32,11.0,palm_down_right_swipe
0.08,-1.0,0.7,23.68,43.21,-163.09,11.0,palm_down_right_swipe
0.07,-0.94,0.69,27.16,49.56,-179.44,11.0,palm_down_right_swipe
0.05,-0.86,0.7,28.69,56.09,-196.72,11.0,palm_down_right_swipe
0.01,-0.75,0.73,28.81,63.23,-209.59,11.0,palm_down_right_swipe
-0.04,-0.66,0.79,30.64,70.5,-218.02,11.0,palm_down_right_swipe
-0.1,-0.6,0.85,36.93,75.74,-228.33,11.0,palm_down_right_swipe
-0.2,-0.53,0.93,47.55,78.37,-238.28,11.0,palm_down_right_swipe
-0.31,-0.38,1.0,57.86,79.41,-244.45,11.0,palm_down_right_swipe
-0.41,-0.25,1.1,68.66,80.51,-245.67,11.0,palm_down_right_swipe
-0.5,-0.18,1.21,81.36,78.92,-243.53,11.0,palm_down_right_swipe
-0.59,-0.12,1.32,96.07,75.26,-238.59,11.0,palm_down_right_swipe
-0.67,-0.04,1.39,114.07,69.52,-231.99,11.0,palm_down_right_swipe
-0.76,0.06,1.39,132.26,58.35,-226.07,11.0,palm_down_right_swipe
-0.84,0.22,1.32,144.59,43.03,-224.67,11.0,palm_down_right_swipe
-0.87,0.4,1.2,145.14,28.99,-222.17,11.0,palm_down_right_swipe
-0.87,0.54,1.05,134.46,17.88,-218.2,11.0,palm_down_right_swipe
-0.8,0.67,0.92,120.54,13.43,-204.16,11.0,palm_down_right_swipe
-0.71,0.73,0.82,101.32,16.97,-179.75,11.0,palm_down_right_swipe
-0.69,0.65,0.78,90.76,15.75,-159.55,11.0,palm_down_right_swipe
-0.65,0.6,0.77,88.99,12.08,-147.4,11.0,palm_down_right_swipe
-0.6,0.68,0.79,86.67,6.84,-135.99,11.0,palm_down_right_swipe
-0.55,0.82,0.82,76.6,2.14,-121.83,11.0,palm_down_right_swipe
-0.48,0.92,0.85,58.23,0.61,-105.1,11.0,palm_down_right_swipe
-0.41,0.95,0.86,35.46,1.04,-85.08,11.0,palm_down_right_swipe
-0.35,0.93,0.87,13.43,1.53,-66.83,11.0,palm_down_right_swipe
-0.3,0.87,0.88,-5.07,1.59,-52.25,11.0,palm_down_right_swipe
-0.26,0.81,0.9,-19.04,1.28,-39.73,11.0,palm_down_right_swipe
-0.23,0.74,0.94,-27.83,0.73,-27.89,11.0,palm_down_right_swipe
-0.21,0.66,0.99,-31.25,-0.37,-16.78,11.0,palm_down_right_swipe
-0.19,0.59,1.02,-29.97,-1.89,-6.9,11.0,palm_down_right_swipe
-0.18,0.53,1.04,-26.37,-3.66,1.22,11.0,palm_down_right_swipe
-0.16,0.48,1.04,-22.34,-5.37,7.51,11.0,palm_down_right_swipe
-0.13,0.44,1.03,-18.01,-6.59,12.63,11.0,palm_down_right_swipe
-0.1,0.42,1.01,-14.34,-6.84,16.85,11.0,palm_down_right_swipe
-0.08,0.43,0.99,-13.0,-6.29,19.78,11.0,palm_down_right_swipe
-0.08,0.41,0.98,-14.1,-6.65,18.98,11.0,palm_down_right_swipe
-0.04,0.42,0.99,-16.17,-7.26,17.94,11.0,palm_down_right_swipe
-0.01,0.44,1.0,-25.45,-4.27,21.0,11.0,palm_down_right_swipe
-0.02,0.36,1.02,-30.09,-5.49,18.43,11.0,palm_down_right_swipe
-0.04,0.42,1.04,-29.11,-5.49,16.05,11.0,palm_down_right_swipe
-0.07,0.27,1.04,-27.83,-14.1,28.69,11.0,palm_down_right_swipe
-0.07,0.2,1.04,-15.63,-17.21,4.09,11.0,palm_down_right_swipe
-0.01,0.45,1.04,-15.99,-14.4,26.18,11.0,palm_down_right_swipe
-0.02,0.45,1.03,-26.49,-11.47,32.65,11.0,palm_down_right_swipe
-0.08,0.39,1.04,-30.82,-10.56,35.1,11.0,palm_down_right_swipe
-0.11,0.38,1.05,-30.7,-12.45,39.61,11.0,palm_down_right_swipe
-0.11,0.44,1.05,-32.65,-14.4,44.62,11.0,palm_down_right_swipe
-0.14,0.44,1.04,-37.96,-15.63,50.54,11.0,palm_down_right_swipe
-0.17,0.4,1.06,-38.88,-17.7,53.53,11.0,palm_down_right_swipe
-0.17,0.39,1.08,-39.61,-19.35,62.13,11.0,palm_down_right_swipe
-0.2,0.37,1.1,-39.25,-23.25,65.61,11.0,palm_down_right_swipe
-0.22,0.4,1.1,-39.86,-26.12,71.04,11.0,palm_down_right_swipe
-0.23,0.44,1.1,-44.74,-28.08,79.28,11.0,palm_down_right_swipe
-0.25,0.44,1.1,-51.39,-30.64,87.52,11.0,palm_down_right_swipe
-0.26,0.41,1.1,-57.13,-33.2,95.83,11.0,palm_down_right_swipe
-0.26,0.38,1.09,-61.22,-35.52,104.19,11.0,palm_down_right_swipe
-0.26,0.33,1.09,-63.29,-38.02,111.88,11.0,palm_down_right_swipe
-0.26,0.28,1.08,-61.71,-40.71,118.1,11.0,palm_down_right_swipe
-0.25,0.27,1.05,-57.68,-42.18,124.02,11.0,palm_down_right_swipe
-0.25,0.25,1.03,-56.03,-42.36,132.26,11.0,palm_down_right_swipe
-0.25,0.17,1.02,-52.12,-45.29,136.11,11.0,palm_down_right_swipe
-0.24,0.12,0.99,-47.61,-46.88,140.14,11.0,palm_down_right_swipe
-0.22,0.14,0.96,-44.25,-46.94,147.89,11.0,palm_down_right_swipe
-0.21,0.11,0.95,-43.95,-46.63,152.34,11.0,palm_down_right_swipe
-0.18,0.06,0.96,-44.43,-47.3,154.72,11.0,palm_down_right_swipe
-0.14,0.02,0.97,-43.95,-47.3,157.17,11.0,palm_down_right_swipe
-0.1,-0.02,0.97,-41.81,-46.39,158.08,11.0,palm_down_right_swipe
-0.07,-0.08,0.96,-39.61,-45.78,157.96,11.0,palm_down_right_swipe
-0.04,-0.15,0.96,-37.17,-44.98,157.84,11.0,palm_down_right_swipe
-0.01,-0.19,0.94,-32.84,-45.41,157.84,11.0,palm_down_right_swipe
0.02,-0.2,0.92,-27.53,-45.72,155.52,11.0,palm_down_right_swipe
0.06,-0.2,0.9,-24.29,-44.92,152.16,11.0,palm_down_right_swipe
0.08,-0.2,0.9,-25.51,-43.33,148.56,11.0,palm_down_right_swipe
0.1,-0.27,0.92,-29.11,-41.99,141.54,11.0,palm_down_right_swipe
0.13,-0.41,0.94,-31.13,-41.32,132.02,11.0,palm_down_right_swipe
0.17,-0.54,0.91,-29.3,-40.28,123.41,11.0,palm_down_right_swipe
0.22,-0.64,0.87,-23.8,-38.15,117.49,11.0,palm_down_right_swipe
0.26,-0.71,0.82,-16.36,-36.19,107.79,11.0,palm_down_right_swipe
0.28,-0.73,0.77,-6.65,-32.96,96.5,11.0,palm_down_right_swipe
0.29,-0.71,0.75,1.71,-28.2,86.98,11.0,palm_down_right_swipe
0.28,-0.69,0.75,8.06,-23.25,75.44,11.0,palm_down_right_swipe
0.24,-0.67,0.77,13.06,-18.74,65.06,11.0,palm_down_right_swipe
0.2,-0.62,0.79,17.09,-14.71,54.2,11.0,palm_down_right_swipe
0.17,-0.57,0.81,19.04,-10.44,44.68,11.0,palm_down_right_swipe
0.15,-0.51,0.82,16.54,-5.74,36.5,11.0,palm_down_right_swipe
0.12,-0.48,0.84,9.7,-1.22,29.6,11.0,palm_down_right_swipe
0.09,-0.47,0.86,2.62,2.87,23.74,11.0,palm_down_right_swipe
0.06,-0.47,0.88,-2.08,6.04,18.92,11.0,palm_down_right_swipe
0.03,-0.47,0.9,-3.72,8.24,14.47,11.0,palm_down_right_swipe
0.0,-0.44,0.91,-4.33,9.83,10.19,11.0,palm_down_right_swipe
-0.02,-0.39,0.92,-5.37,10.99,5.98,11.0,palm_down_right_swipe
-0.03,-0.35,0.93,-7.02,12.33,2.81,11.0,palm_down_right_swipe
-0.04,-0.35,0.94,-9.4,13.92,0.55,11.0,palm_down_right_swipe
-0.05,-0.36,0.94,-9.52,14.34,-4.7,11.0,palm_down_right_swipe
-0.04,-0.37,0.95,-9.89,15.63,-5.25,11.0,palm_down_right_swipe
-0.03,-0.41,0.95,-9.22,15.75,-8.36,11.0,palm_down_right_swipe
-0.03,-0.47,0.96,-6.65,15.69,-12.88,11.0,palm_down_right_swipe
-0.03,-0.54,0.96,-2.01,15.26,-20.81,11.0,palm_down_right_swipe
-0.01,-0.59,0.95,2.81,15.63,-27.16,11.0,palm_down_right_swipe
0.01,-0.63,0.94,7.26,14.89,-32.78,11.0,palm_down_right_swipe
0.02,-0.67,0.91,12.39,14.1,-42.72,11.0,palm_down_right_swipe
0.04,-0.69,0.87,15.63,14.83,-53.47,11.0,palm_down_right_swipe
0.07,-0.75,0.82,16.54,16.97,-63.9,11.0,palm_down_right_swipe
0.1,-0.87,0.78,17.64,19.41,-78.43,11.0,palm_down_right_swipe
0.11,-0.95,0.76,18.98,22.58,-96.13,11.0,palm_down_right_swipe
0.13,-0.96,0.74,19.53,27.16,-112.55,11.0,palm_down_right_swipe
0.14,-0.94,0.73,16.91,32.35,-128.72,11.0,palm_down_right_swipe
0.13,-0.88,0.74,12.15,38.15,-145.02,11.0,palm_down_right_swipe
0.12,-0.8,0.73,5.8,44.49,-159.55,11.0,palm_down_right_swipe
0.1,-0.71,0.73,-0.61,52.55,-171.26,11.0,palm_down_right_swipe
0.08,-0.61,0.74,-7.87,61.04,-182.98,11.0,palm_down_right_swipe
0.04,-0.56,0.78,-10.68,70.43,-192.32,11.0,palm_down_right_swipe
-0.03,-0.56,0.85,-3.42,78.86,-197.88,11.0,palm_down_right_swipe
-0.13,-0.55,0.94,17.33,84.29,-202.33,11.0,palm_down_right_swipe
-0.24,-0.49,1.04,47.49,86.06,-206.3,11.0,palm_down_right_swipe
-0.33,-0.36,1.12,82.52,84.17,-210.21,11.0,palm_down_right_swipe
-0.42,-0.19,1.17,111.69,80.63,-210.21,11.0,palm_down_right_swipe
-0.48,-0.01,1.21,125.49,78.12,-202.45,11.0,palm_down_right_swipe
-0.51,0.07,1.24,128.91,72.63,-204.16,11.0,palm_down_right_swipe
-0.58,0.12,1.24,132.93,64.27,-205.57,11.0,palm_down_right_swipe
-0.65,0.26,1.2,134.52,55.36,-197.94,11.0,palm_down_right_swipe
-0.68,0.39,1.11,129.58,48.34,-188.17,11.0,palm_down_right_swipe
-0.67,0.45,0.99,119.45,44.98,-177.86,11.0,palm_down_right_swipe
-0.66,0.47,0.9,106.14,40.53,-164.67,11.0,palm_down_right_swipe
-0.64,0.51,0.86,93.87,36.68,-149.11,11.0,palm_down_right_swipe
-0.63,0.56,0.86,84.84,32.96,-132.32,11.0,palm_down_right_swipe
-0.62,0.62,0.91,78.31,27.53,-114.99,11.0,palm_down_right_swipe
-0.59,0.71,0.97,69.89,20.51,-97.47,11.0,palm_down_right_swipe
-0.55,0.83,1.02,54.26,13.37,-80.2,11.0,palm_down_right_swipe
-0.49,0.89,1.05,32.78,7.32,-63.23,11.0,palm_down_right_swipe
-0.43,0.85,1.06,13.43,2.08,-47.73,11.0,palm_down_right_swipe
-0.38,0.78,1.05,0.43,-2.14,-33.69,11.0,palm_down_right_swipe
-0.34,0.71,1.04,-8.0,-5.98,-20.32,11.0,palm_down_right_swipe
-0.31,0.64,1.02,-13.37,-9.7,-8.42,11.0,palm_down_right_swipe
-0.28,0.58,1.02,-16.6,-12.33,2.38,11.0,palm_down_right_swipe
-0.25,0.51,1.03,-18.74,-14.04,12.57,11.0,palm_down_right_swipe
-0.23,0.4,1.04,-15.87,-17.03,19.96,11.0,palm_down_right_swipe
-0.2,0.3,1.04,-9.64,-21.12,23.62,11.0,palm_down_right_swipe
-0.18,0.32,1.03,0.67,-26.37,21.91,11.0,palm_down_right_swipe
-0.1,0.42,1.01,-0.61,-23.5,32.59,11.0,palm_down_right_swipe
-0.05,0.43,0.98,-10.62,-19.29,41.81,11.0,palm_down_right_swipe
-0.11,0.34,0.98,-13.79,-22.28,40.83,11.0,palm_down_right_swipe
-0.08,0.32,0.98,-14.16,-22.09,34.0,11.0,palm_down_right_swipe
-0.05,0.38,0.99,-19.17,-21.67,35.83,11.0,palm_down_right_swipe
-0.07,0.34,1.01,-24.29,-23.07,41.26,11.0,palm_down_right_swipe
-0.06,0.3,1.04,-27.1,-21.36,39.37,11.0,palm_down_right_swipe
-0.06,0.32,1.07,-28.63,-19.96,47.49,11.0,palm_down_right_swipe
-0.1,0.29,1.07,-27.95,-21.91,53.28,11.0,palm_down_right_swipe
-0.1,0.3,1.06,-26.49,-24.17,54.2,11.0,palm_down_right_swipe
-0.08,0.38,1.04,-32.29,-24.41,59.45,11.0,palm_down_right_swipe
-0.12,0.41,1.03,-42.66,-27.1,64.45,11.0,palm_down_right_swipe
-0.15,0.39,1.03,-49.87,-32.71,62.32,11.0,palm_down_right_swipe
-0.16,0.44,1.02,-57.43,-36.07,65.12,11.0,palm_down_right_swipe
-0.18,0.48,1.02,-68.79,-38.02,74.83,11.0,palm_down_right_swipe
-0.19,0.42,1.02,-76.84,-39.86,80.93,11.0,palm_down_right_swipe
-0.18,0.35,1.02,-79.28,-41.2,86.67,11.0,palm_down_right_swipe
-0.16,0.3,1.0,-78.43,-42.11,92.9,11.0,palm_down_right_swipe
-0.16,0.28,0.99,-77.15,-43.21,99.24,11.0,palm_down_right_swipe
-0.16,0.28,0.97,-77.15,-43.33,106.87,11.0,palm_down_right_swipe
-0.16,0.23,0.97,-76.84,-44.74,117.07,11.0,palm_down_right_swipe
-0.16,0.18,0.99,-73.55,-46.02,118.9,11.0,palm_down_right_swipe
-0.16,0.15,1.03,-69.27,-47.49,124.88,11.0,palm_down_right_swipe
-0.18,0.1,1.07,-65.0,-50.23,130.25,11.0,palm_down_right_swipe
-0.18,0.07,1.08,-59.75,-52.67,135.19,11.0,palm_down_right_swipe
-0.17,0.03,1.07,-54.57,-54.32,140.62,11.0,palm_down_right_swipe
-0.15,-0.02,1.05,-47.0,-55.11,145.81,11.0,palm_down_right_swipe
-0.13,-0.08,1.02,-36.74,-55.66,148.38,11.0,palm_down_right_swipe
-0.12,-0.1,0.98,-25.15,-55.6,151.06,11.0,palm_down_right_swipe
-0.09,-0.08,0.95,-14.59,-55.11,153.02,11.0,palm_down_right_swipe
-0.05,-0.04,0.94,-9.58,-53.89,153.87,11.0,palm_down_right_swipe
-0.03,-0.01,0.95,-11.23,-52.67,155.33,11.0,palm_down_right_swipe
-0.03,-0.03,0.99,-15.5,-52.67,157.41,11.0,palm_down_right_swipe
-0.03,-0.1,1.01,-19.04,-52.86,159.06,11.0,palm_down_right_swipe
-0.03,-0.17,1.02,-21.48,-53.77,159.55,11.0,palm_down_right_swipe
-0.01,-0.24,1.01,-21.0,-54.93,158.2,11.0,palm_down_right_swipe
0.02,-0.3,0.99,-16.6,-55.54,155.88,11.0,palm_down_right_swipe
0.04,-0.34,0.97,-9.52,-55.48,152.77,11.0,palm_down_right_swipe
0.05,-0.37,0.93,-1.22,-55.48,148.8,11.0,palm_down_right_swipe
0.07,-0.39,0.91,6.41,-54.99,143.92,11.0,palm_down_right_swipe
0.09,-0.39,0.89,10.8,-53.71,139.71,11.0,palm_down_right_swipe
0.1,-0.4,0.88,12.39,-52.73,134.34,11.0,palm_down_right_swipe
0.11,-0.43,0.87,13.06,-51.39,128.6,11.0,palm_down_right_swipe
0.12,-0.45,0.86,13.37,-49.32,122.56,11.0,palm_down_right_swipe
0.13,-0.47,0.85,13.18,-46.57,115.84,11.0,palm_down_right_swipe
0.12,-0.49,0.84,12.39,-43.33,109.01,11.0,palm_down_right_swipe
0.12,-0.5,0.82,10.19,-40.41,102.05,11.0,palm_down_right_swipe
0.11,-0.51,0.82,7.14,-37.78,95.21,11.0,palm_down_right_swipe
0.12,-0.54,0.82,4.39,-35.03,88.87,11.0,palm_down_right_swipe
0.12,-0.56,0.81,3.23,-31.74,81.91,11.0,palm_down_right_swipe
0.12,-0.58,0.81,3.42,-28.2,75.26,11.0,palm_down_right_swipe
0.13,-0.6,0.8,5.13,-24.41,68.05,11.0,palm_down_right_swipe
0.13,-0.6,0.8,6.71,-20.39,61.22,11.0,palm_down_right_swipe
0.13,-0.6,0.8,7.87,-16.05,54.69,11.0,palm_down_right_swipe
0.13,-0.6,0.8,7.32,-11.72,48.65,11.0,palm_down_right_swipe
0.12,-0.59,0.8,5.62,-7.57,42.24,11.0,palm_down_right_swipe
0.12,-0.6,0.8,3.78,-3.6,35.28,11.0,palm_down_right_swipe
0.11,-0.62,0.8,2.5,0.55,28.63,11.0,palm_down_right_swipe
0.11,-0.67,0.79,2.62,4.58,20.02,11.0,palm_down_right_swipe
0.11,-0.72,0.78,3.97,8.24,11.29,11.0,palm_down_right_swipe
0.1,-0.79,0.75,6.1,11.66,2.56,11.0,palm_down_right_swipe
0.11,-0.87,0.72,10.74,15.14,-9.34,11.0,palm_down_right_swipe
0.13,-0.94,0.68,17.76,19.71,-22.34,11.0,palm_down_right_swipe
0.13,-0.98,0.64,25.76,25.51,-35.03,11.0,palm_down_right_swipe
0.12,-0.98,0.63,32.04,32.41,-47.49,11.0,palm_down_right_swipe
0.1,-0.97,0.64,34.3,39.86,-58.47,11.0,palm_down_right_swipe
0.08,-0.96,0.66,33.63,46.63,-70.56,11.0,palm_down_right_swipe
0.06,-0.98,0.69,30.15,52.43,-84.96,11.0,palm_down_right_swipe
0.04,-0.98,0.71,25.63,57.5,-100.46,11.0,palm_down_right_swipe
0.03,-0.95,0.71,20.32,62.87,-116.39,11.0,palm_down_right_swipe
0.03,-0.89,0.7,11.23,69.09,-133.24,11.0,palm_down_right_swipe
0.04,-0.87,0.7,-0.12,75.87,-148.93,11.0,palm_down_right_swipe
0.03,-0.88,0.7,-9.77,83.37,-164.06,11.0,palm_down_right_swipe
0.02,-0.86,0.71,-16.91,90.94,-178.16,11.0,palm_down_right_swipe
-0.0,-0.81,0.71,-21.61,98.82,-191.1,11.0,palm_down_right_swipe
-0.04,-0.75,0.71,-25.51,106.2,-202.94,11.0,palm_down_right_swipe
-0.08,-0.7,0.72,-31.56,112.37,-213.68,11.0,palm_down_right_swipe
-0.13,-0.67,0.74,-36.56,120.3,-222.11,11.0,palm_down_right_swipe
